run,depth,thymidine,leucine,pp,abund,chl,doc,doy
FRX9394L1,54,NA,NA,NA,NA,NA,NA,320
FRX9394L1,55,NA,NA,NA,NA,NA,NA,320
FRX9394L1,56,NA,NA,NA,NA,NA,NA,320
FRX9394L1,57,NA,NA,NA,NA,NA,NA,320
FRX9394L1,58,NA,NA,NA,NA,NA,NA,320
FRX9394L1,59,NA,NA,NA,NA,NA,NA,320
FRX9394L1,60,NA,NA,NA,NA,NA,NA,320
FRX9394L1,61,NA,NA,NA,NA,NA,NA,320
FRX9394L1,62,NA,NA,NA,NA,NA,NA,320
FRX9394L1,63,NA,NA,NA,NA,NA,NA,320
FRX9394L1,64,NA,NA,NA,NA,NA,NA,320
FRX9394L1,65,NA,NA,NA,NA,NA,NA,320
FRX9394L1,66,NA,NA,NA,NA,NA,NA,320
FRX9394L1,67,NA,NA,NA,NA,NA,NA,320
FRX9394L1,68,NA,NA,NA,NA,NA,NA,320
FRX9394L1,69,NA,NA,NA,NA,NA,NA,320
