DATASET_CODE	LOCATION NAME	LOCATION CODE	LIMNO_RUN	DATE_TIME	SEASON	DEPTH (m)	CHL (ug chl-a/L)	FILE NAME	DEPTH MASL
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9596L5	12/23/1995	3	14	1.928	Chl9596txt.txt	59.938
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	18	0.291	Chl9596txt.txt	-0.67509334
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	15	0.53	Chl9596txt.txt	2.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	12	1.867	Chl9596txt.txt	5.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	11	1.865	Chl9596txt.txt	6.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	10	2.66	Chl9596txt.txt	7.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	5	0.873	Chl9596txt.txt	12.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	8	4.541	Chl9596txt.txt	9.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	7	2.054	Chl9596txt.txt	10.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	6	1.288	Chl9596txt.txt	11.32490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	4.5	0.773	Chl9596txt.txt	12.82490666
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9596L5	12/27/1995	3	9	11.266	Chl9596txt.txt	8.32490666
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	10	1.355	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	12	1.074	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	6	0.67	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	5	0.414	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	4.3	0.56	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	39	0.077	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	35	0.106	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	30	0.413	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	25	0.216	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	22	0.073	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	20	0.158	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	18	0.516	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	15	0.315	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	13	0.856	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9596L5	1/1/1996	3	8	0.591	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	8	0.795	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	6	0.584	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	5	0.524	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	4.5	0.49	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	38	0.036	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	12	6.058	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	13	4.515	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	14	1.616	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	15	0.87	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	17	0.215	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	20	0.066	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	22	0.046	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	25	0.053	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	10	0.943	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	35	0.04	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9596L5	1/4/1996	3	30	0.051	Chl9596txt.txt	
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	9	8.869	CHL9697.txt	8.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	11	3.464	CHL9697.txt	6.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	10	5.345	CHL9697.txt	7.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	8	8.361	CHL9697.txt	9.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	7	4.077	CHL9697.txt	10.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	6	5.386	CHL9697.txt	11.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	5	2.886	CHL9697.txt	12.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	4.5	2.034	CHL9697.txt	12.7904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	18	0.368	CHL9697.txt	-0.7095442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	12	1.453	CHL9697.txt	5.2904558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L1	10/26/1996	4	15	0.35	CHL9697.txt	2.2904558
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	4.5	0.996	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	35	0.075	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	6	0.7	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	8	0.424	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	10	0.402	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	12	1.238	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	13	2.351	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	14	1.344	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	15	0.625	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	17	0.202	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	20	0.139	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	22	0.064	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	25	0.053	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	30	0.059	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L1	11/1/1996	4	5	0.676	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	8	0.353	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	10	0.422	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	12	0.364	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	13	0.404	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	15	0.232	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	18	0.191	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	20	0.039	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	22	0.135	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	25	0.293	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	30	0.228	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	35	0.171	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	37	0.119	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	4.5	0.408	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	5	0.377	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L1	11/3/1996	4	6	0.487	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	28	0.339	CHL9697.txt	45.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	14	3.978	CHL9697.txt	59.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	12	4.539	CHL9697.txt	61.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	10	3.84	CHL9697.txt	63.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	8	2.622	CHL9697.txt	65.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	6	1.511	CHL9697.txt	67.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	5	1.068	CHL9697.txt	68.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	4.5	0.328	CHL9697.txt	69.361
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	22	0.799	CHL9697.txt	51.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	25	0.499	CHL9697.txt	48.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	20	0.831	CHL9697.txt	53.861
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L1	11/8/1996	4	16	1.61	CHL9697.txt	57.861
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	18	0.31	CHL9697.txt	-0.71226558
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	4.5	0.966	CHL9697.txt	12.78773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	5	1.359	CHL9697.txt	12.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	6	2.225	CHL9697.txt	11.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	7	4.253	CHL9697.txt	10.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	15	0.295	CHL9697.txt	2.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	9	14.436	CHL9697.txt	8.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	10	12.911	CHL9697.txt	7.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	11	6.909	CHL9697.txt	6.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	12	1.199	CHL9697.txt	5.28773442
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L2	11/19/1996	4	8	9.523	CHL9697.txt	9.28773442
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	38	0.144	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	35	0.188	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	30	0.393	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	25	0.304	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	22	0.102	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	20	0.137	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	18	0.33	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	15	0.37	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	13	0.611	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	12	0.35	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	10	0.386	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	8	0.357	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	6	0.459	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	4.5	0.807	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L2	11/24/1996	4	5	0.603	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	30	0.046	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	25	0.057	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	38	0.064	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	4.5	0.778	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	5	0.582	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	6	0.678	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	8	0.557	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	10	0.49	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	12	1.189	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	13	3.23	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	14	2.712	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	15	1.17	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	17	0.277	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	20	0.164	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	22	0.082	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L2	11/27/1996	4	35	0.055	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	20	0.439	CHL9697.txt	53.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	22	0.417	CHL9697.txt	51.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	25	0.248	CHL9697.txt	48.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	29	0.253	CHL9697.txt	44.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	4.5	4.442	CHL9697.txt	69.395
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	5	4.566	CHL9697.txt	68.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	18	0.56	CHL9697.txt	55.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	8	4.42	CHL9697.txt	65.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	10	2.675	CHL9697.txt	63.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	12	2.274	CHL9697.txt	61.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	14	1.039	CHL9697.txt	59.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	16	0.649	CHL9697.txt	57.895
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L2	12/2/1996	4	6	4.738	CHL9697.txt	67.895
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	35	0.172	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	40	0.095	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	30	0.215	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	26	0.424	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	24	3.322	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	22	1.598	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	5	0.756	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	10	0.557	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	15	2.082	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Joyce	JOYLT1	JOY9697L1	12/5/1996	4	20	1.378	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Miers	MIELT1	MIE9697L1	12/10/1996	4	16	4.924	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Miers	MIELT1	MIE9697L1	12/10/1996	4	15	3.982	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Miers	MIELT1	MIE9697L1	12/10/1996	4	14	3.699	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Miers	MIELT1	MIE9697L1	12/10/1996	4	12	1.77	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Miers	MIELT1	MIE9697L1	12/10/1996	4	10	1.23	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Miers	MIELT1	MIE9697L1	12/10/1996	4	5	3.423	CHL9697.txt	
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	5	1.603	CHL9697.txt	12.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	4.5	0.31	CHL9697.txt	12.78040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	6	2.68	CHL9697.txt	11.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	18	0.35	CHL9697.txt	-0.71959079
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	15	0.315	CHL9697.txt	2.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	8	15.259	CHL9697.txt	9.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	11	0.498	CHL9697.txt	6.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	10	3.169	CHL9697.txt	7.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	9	14.364	CHL9697.txt	8.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	7	3.072	CHL9697.txt	10.28040921
LIMNO_CHL_A_DEPTH	Lake Fryxell	FRXLT1	FRX9697L3	1/9/1997	4	12	0.952	CHL9697.txt	5.28040921
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	29	0.33	CHL9697.txt	44.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	4.5	0.259	CHL9697.txt	69.475
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	5	1.482	CHL9697.txt	68.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	6	3.329	CHL9697.txt	67.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	8	3.089	CHL9697.txt	65.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	10	3.542	CHL9697.txt	63.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	12	3.322	CHL9697.txt	61.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	14	3.089	CHL9697.txt	59.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	16	1.804	CHL9697.txt	57.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	18	1.223	CHL9697.txt	55.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	20	1.049	CHL9697.txt	53.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	25	0.484	CHL9697.txt	48.975
LIMNO_CHL_A_DEPTH	Lake Hoare	HORLT1	HOA9697L3	1/12/1997	4	22	0.519	CHL9697.txt	51.975
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	37	0.104	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	35	0.137	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	30	0.419	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	25	0.273	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	22	0.131	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	20	0.166	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	18	0.306	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	15	0.437	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	13	0.526	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	12	1.109	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	10	0.761	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	8	0.766	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	6	0.555	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	4.5	0.268	CHL9697.txt	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	EB9697L3	1/15/1997	4	5	0.548	CHL9697.txt	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	WB9697L3	1/17/1997	4	4.5	0.816	CHL9697.txt	
