DATASET_CODE	LIMNO_RUN	LOCATION NAME	LOCATION CODE	SEASON	DOY	DATE_TIME	DEPTH (m)	DOC (mg/L)	DOC (mM)	FILE NAME	DEPTH MASL
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	39	24	2	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	35	25	2.08	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	30	23	1.91	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	25	21	1.75	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	22	17	1.42	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	20	12	1	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	4	1.5	0.12	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	15	1.2	0.1	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	13	2.2	0.18	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	12	1.8	0.15	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	10	1.5	0.12	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	8	1.3	0.11	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	6	2	0.17	E30SUMRY.XLW	
LIMNO_DOC	EB9394L1	East Lake Bonney	BONE30	1		10/27/1993	18	7.3	0.61	E30SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	35	20	1.67	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	30	16	1.33	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	25	14	1.17	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	22	13	1.08	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	20	10	0.83	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	17	11	0.92	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	15	3	0.25	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	14	9.9	0.82	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	13	3.2	0.27	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	12	1.7	0.14	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	10	2.4	0.2	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	8	2.1	0.17	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	6	2.2	0.18	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	38	25	2.08	W20SUMRY.XLW	
LIMNO_DOC	WB9394L1	West Lake Bonney	BONW20	1		10/29/1993	4	3.5	0.29	W20SUMRY.XLW	
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	15	20	1.67	FRXSUMRY.XLW	2.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	17	21	1.75	FRXSUMRY.XLW	0.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	4	4.8	0.4	FRXSUMRY.XLW	13.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	7	5.1	0.42	FRXSUMRY.XLW	10.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	8	6.2	0.52	FRXSUMRY.XLW	9.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	9	8.9	0.74	FRXSUMRY.XLW	8.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	10	9.9	0.82	FRXSUMRY.XLW	7.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	11	14	1.17	FRXSUMRY.XLW	6.53489777
LIMNO_DOC	FRX9394L1	Lake Fryxell	FRXLT1	1		11/16/1993	12	15	1.25	FRXSUMRY.XLW	5.53489777
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	4	21	1.75	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	6	24	2	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	38	1.2	0.1	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	35	12	1	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	30	10	0.83	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	25	9.3	0.77	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	22	2	0.17	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	20	1.8	0.15	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	18	1.2	0.1	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	15	1	0.08	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	13	1.2	0.1	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	8	24	2	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	10	24	2	E30SUMRY.XLW	
LIMNO_DOC	EB9394L3	East Lake Bonney	BONE30	1		11/24/1993	12	1.5	0.12	E30SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	13	2.2	0.18	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	12	2.2	0.18	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	10	1.4	0.12	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	8	1.4	0.12	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	20	19	1.58	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	4	3.8	0.32	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	17	15	1.25	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	15	7.1	0.59	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	14	3.4	0.28	W20SUMRY.XLW	
LIMNO_DOC	WB9394L3	West Lake Bonney	BONW20	1		11/26/1993	6	1.7	0.14	W20SUMRY.XLW	
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	4	3.1	0.26	FRXSUMRY.XLW	13.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	17	21	1.75	FRXSUMRY.XLW	0.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	15	20	1.67	FRXSUMRY.XLW	2.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	12	16	1.33	FRXSUMRY.XLW	5.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	11	12	1	FRXSUMRY.XLW	6.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	10	9.9	0.82	FRXSUMRY.XLW	7.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	9	7.5	0.62	FRXSUMRY.XLW	8.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	8	4.6	0.38	FRXSUMRY.XLW	9.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	7	3.4	0.28	FRXSUMRY.XLW	10.53415465
LIMNO_DOC	FRX9394L2	Lake Fryxell	FRXLT1	1		12/7/1993	6	3	0.25	FRXSUMRY.XLW	11.53415465
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	4	1.4	0.12	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	39	24	2	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	8	1.1	0.09	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	10	1.3	0.11	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	12	1.7	0.14	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	35	18	1.5	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	30	16	1.33	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	25	15	1.25	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	22	12	1	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	20	12	1	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	17	11	0.92	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	15	9.8	0.82	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	14	9.6	0.8	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	13	2.5	0.21	W20SUMRY.XLW	
LIMNO_DOC	WB9394L5	West Lake Bonney	BONW20	1		12/23/1993	6	0.6	0.05	W20SUMRY.XLW	
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	8	6.3	0.52	FRXSUMRY.XLW	9.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	4	2.1	0.17	FRXSUMRY.XLW	13.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	7	4.3	0.36	FRXSUMRY.XLW	10.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	6	2.7	0.22	FRXSUMRY.XLW	11.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	9	7.9	0.66	FRXSUMRY.XLW	8.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	10	12	1	FRXSUMRY.XLW	7.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	11	12	1	FRXSUMRY.XLW	6.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	12	16	1.33	FRXSUMRY.XLW	5.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	15	22	1.83	FRXSUMRY.XLW	2.53305767
LIMNO_DOC	FRX9394L3	Lake Fryxell	FRXLT1	1		1/7/1994	17	24	2	FRXSUMRY.XLW	0.53305767
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	9	9.6	0.8	FRXSUMRY.XLW	8.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	8	8	0.67	FRXSUMRY.XLW	9.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	7	5.9	0.49	FRXSUMRY.XLW	10.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	10	12	1	FRXSUMRY.XLW	7.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	11	14	1.17	FRXSUMRY.XLW	6.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	12	16	1.33	FRXSUMRY.XLW	5.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	6	2.8	0.23	FRXSUMRY.XLW	11.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	17	22	1.83	FRXSUMRY.XLW	0.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	4	3.6	0.3	FRXSUMRY.XLW	13.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	4.5	2	0.17	FRXSUMRY.XLW	13.03266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	5	2.2	0.18	FRXSUMRY.XLW	12.53266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	5.5	3.9	0.32	FRXSUMRY.XLW	12.03266841
LIMNO_DOC	FRX9394L4	Lake Fryxell	FRXLT1	1		1/18/1994	15	42	3.5	FRXSUMRY.XLW	2.53266841
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	37	28.14	2.34	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	35	31.04	2.58	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	30	31.31	2.61	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	25	27.69	2.31	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	22	22.6	1.88	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	20	16.59	1.38	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	18	8.82	0.73	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	15	2.39	0.2	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	13	1.29	0.11	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	12	1.07	0.09	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	10	0.87	0.07	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	8	1	0.08	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	5	0.55	0.05	LIMNO.XLS	
LIMNO_DOC	EB9495L1	East Lake Bonney	BONE30	2		11/2/1994	6	0.64	0.05	LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	13			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	14			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	10			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	8			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	6			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	5			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	38			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	15			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	17			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	20			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	22			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	25			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	30			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	35			LIMNO.XLS	
LIMNO_DOC	WB9495L1	West Lake Bonney	BONW20	2		11/5/1994	12			LIMNO.XLS	
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	10	2.11	0.18	LIMNO.XLS	64.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	12	4	0.33	LIMNO.XLS	62.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	14	2.9	0.24	LIMNO.XLS	60.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	16	3.01	0.25	LIMNO.XLS	58.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	18	3.14	0.26	LIMNO.XLS	56.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	20	3.12	0.26	LIMNO.XLS	54.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	5	2.04	0.17	LIMNO.XLS	69.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	6	1.85	0.15	LIMNO.XLS	68.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	8	1.73	0.14	LIMNO.XLS	66.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	22	3.06	0.25	LIMNO.XLS	52.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	25	3.15	0.26	LIMNO.XLS	49.04185407
LIMNO_DOC	HOA9495L1	Lake Hoare	HORLT1	2		11/10/1994	30	3.26	0.27	LIMNO.XLS	44.04185407
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	6	6.08	0.51	LIMNO.XLS	11.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	7	3.16	0.26	LIMNO.XLS	10.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	8	3.89	0.32	LIMNO.XLS	9.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	9	10.86	0.9	LIMNO.XLS	8.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	5	5.73	0.48	LIMNO.XLS	12.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	11	11.37	0.95	LIMNO.XLS	6.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	12	12.74	1.06	LIMNO.XLS	5.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	15	18.16	1.51	LIMNO.XLS	2.52205242
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	18	24.66	2.05	LIMNO.XLS	-0.47794758
LIMNO_DOC	FRX9495L1	Lake Fryxell	FRXLT1	2		11/14/1994	10	7.87	0.66	LIMNO.XLS	7.52205242
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	30			LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	35	30.48	2.54	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	37	28.8	2.4	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	25	23.83	1.98	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	22	21.74	1.81	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	20	16.64	1.39	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	18	7.02	0.58	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	15	1.89	0.16	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	13	2.53	0.21	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	12	3.03	0.25	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	10	0.62	0.05	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	8	0.55	0.05	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	5	0.59	0.05	LIMNO.XLS	
LIMNO_DOC	EB9495L2	East Lake Bonney	BONE30	2		11/23/1994	6	1.13	0.09	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	35	21.08	1.76	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	38	23.65	1.97	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	30	18.97	1.58	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	25	11.82	0.98	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	22	10.83	0.9	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	20	9.64	0.8	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	17	9.53	0.79	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	15	9.25	0.77	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	14	8.37	0.7	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	13	2.84	0.24	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	12	2.04	0.17	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	10	0.59	0.05	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	5	0.8	0.07	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	6	0.93	0.08	LIMNO.XLS	
LIMNO_DOC	WB9495L2	West Lake Bonney	BONW20	2		11/25/1994	8	0.39	0.03	LIMNO.XLS	
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	5	1.98	0.16	LIMNO.XLS	69.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	6	1.92	0.16	LIMNO.XLS	68.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	8	1.78	0.15	LIMNO.XLS	66.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	10	1.99	0.17	LIMNO.XLS	64.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	12	2.29	0.19	LIMNO.XLS	62.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	25	3.2	0.27	LIMNO.XLS	49.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	16	2.78	0.23	LIMNO.XLS	58.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	18	2.92	0.24	LIMNO.XLS	56.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	20	2.86	0.24	LIMNO.XLS	54.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	22	2.85	0.24	LIMNO.XLS	52.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	30	4.01	0.33	LIMNO.XLS	44.0385027
LIMNO_DOC	HOA9495L2	Lake Hoare	HORLT1	2		11/30/1994	14	2.64	0.22	LIMNO.XLS	60.0385027
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	5	2.47	0.21	LIMNO.XLS	12.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	6	3.04	0.25	LIMNO.XLS	11.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	7	3.1	0.26	LIMNO.XLS	10.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	8	3.92	0.33	LIMNO.XLS	9.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	18	25.21	2.1	LIMNO.XLS	-0.47865531
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	10	6.46	0.54	LIMNO.XLS	7.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	11	10.7	0.89	LIMNO.XLS	6.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	12	11.87	0.99	LIMNO.XLS	5.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	15	18.75	1.56	LIMNO.XLS	2.52134469
LIMNO_DOC	FRX9495L2	Lake Fryxell	FRXLT1	2		12/4/1994	9	5.71	0.48	LIMNO.XLS	8.52134469
LIMNO_DOC	EB9495L3	East Lake Bonney	BONE30	2		12/17/1994	30	29.26	2.44	LIMNO.XLS	
LIMNO_DOC	EB9495L3	East Lake Bonney	BONE30	2		12/17/1994	35	30.55	2.54	LIMNO.XLS	
LIMNO_DOC	EB9495L3	East Lake Bonney	BONE30	2		12/17/1994	37	31.4	2.61	LIMNO.XLS	
LIMNO_DOC	EB9495L3	East Lake Bonney	BONE30	2		12/17/1994	25	32.47	2.7	LIMNO.XLS	
LIMNO_DOC	EB9495L3	East Lake Bonney	BONE30	2		12/17/1994	22	25.02	2.08	LIMNO.XLS	
