DATASET_CODE	LOCATION NAME	LOCATION CODE	SEASON	LIMNO_RUN	DATE_TIME	DEPTH (m)	CHL (ug chl-a/L)	FILE NAME	DEPTH MASL
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	15	1.35	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	13	0.84	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	12	0.76	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	10	0.77	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	8	0.82	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	6	1.17	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	5	2.08	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	4.5	3.5	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	East Lake Bonney	BONE30	21	EB1314L2	12/13/2013	20	0.71	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	13	2.08	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	12	1.84	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	8	1.21	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	6	1.63	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	5	1.85	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	4	3.81	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	42.8	0.2	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	35	0.22	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	30	0.2	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	25	0.35	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	22	0.52	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	20	0.58	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	17	2.83	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	14	2.39	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	15	2.64	LIMNO_CHL_A_DEPTH_1314.csv	
LIMNO_CHL_A_DEPTH	West Lake Bonney	BONW20	21	WB1314L2	12/14/2013	10	1.15	LIMNO_CHL_A_DEPTH_1314.csv	
