DATASET_CODE	LIMNO_RUN	LOCATION NAME	LOCATION CODE	SEASON	DATE_TIME	DEPTH (m)	PPR (ug C/L*d)	FILE NAME	DEPTH MASL
LIMNO_PPR	WB9697L2	West Lake Bonney	BONW20	4	11/26/1996	14	3.36	PPR9697.txt	
LIMNO_PPR	WB9697L2	West Lake Bonney	BONW20	4	11/26/1996	15	1.343	PPR9697.txt	
LIMNO_PPR	WB9697L2	West Lake Bonney	BONW20	4	11/26/1996	17	0.232	PPR9697.txt	
LIMNO_PPR	WB9697L2	West Lake Bonney	BONW20	4	11/26/1996	20	0.149	PPR9697.txt	
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	4.5	0.065	PPR9697.txt	69.395
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	5	0.109	PPR9697.txt	68.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	6	0.223	PPR9697.txt	67.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	8	0.209	PPR9697.txt	65.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	10	0.231	PPR9697.txt	63.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	12	0.141	PPR9697.txt	61.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	14	0.056	PPR9697.txt	59.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	16	0.007	PPR9697.txt	57.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	18	0.002	PPR9697.txt	55.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	20	0.022	PPR9697.txt	53.895
LIMNO_PPR	HOA9697L2	Lake Hoare	HORLT1	4	12/2/1996	22	0.016	PPR9697.txt	51.895
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	4.5	0.023	PPR9697.txt	12.78040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	5	0.021	PPR9697.txt	12.28040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	6	0.071	PPR9697.txt	11.28040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	7	0	PPR9697.txt	10.28040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	8	0.061	PPR9697.txt	9.28040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	9	0.192	PPR9697.txt	8.28040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	10	0	PPR9697.txt	7.28040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	11	0.059	PPR9697.txt	6.28040921
LIMNO_PPR	FRX9697L3	Lake Fryxell	FRXLT1	4	1/9/1997	12	0.032	PPR9697.txt	5.28040921
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	4.5	0	PPR9697.txt	69.475
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	5	0.049	PPR9697.txt	68.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	6	0.139	PPR9697.txt	67.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	8	0.077	PPR9697.txt	65.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	10	0.021	PPR9697.txt	63.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	12	0.064	PPR9697.txt	61.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	14	0.188	PPR9697.txt	59.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	16	0	PPR9697.txt	57.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	18	0.006	PPR9697.txt	55.975
LIMNO_PPR	HOA9697L3	Lake Hoare	HORLT1	4	1/12/1997	20	0.007	PPR9697.txt	53.975
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	4.5	0.642	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	5	0.436	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	6	0.873	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	8	0.916	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	10	1.859	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	12	1.148	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	13	0.333	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	15	0.395	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	18	0.217	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	20	0.116	PPR9697.txt	
LIMNO_PPR	EB9697L3	East Lake Bonney	BONE30	4	1/15/1997	22	0.07	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	4.5	2.762	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	5	2.351	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	6	1.718	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	8	1.397	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	10	2.886	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	12	7.617	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	13	2.623	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	14	1.001	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	15	0.265	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	17	0.207	PPR9697.txt	
LIMNO_PPR	WB9697L3	West Lake Bonney	BONW20	4	1/17/1997	20	0.151	PPR9697.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	4.5	0.237	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	5	0.318	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	6	0.618	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	8	1.06	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	10	0.955	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	12	0.723	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	13	0.712	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	15	0.565	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	18	0.202	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	20	0.031	PPR9798.txt	
LIMNO_PPR	EB9798L1	East Lake Bonney	BONE30	5	11/8/1997	22	0.072	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	4.5	0.318	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	5	0.931	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	6	0.925	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	8	0.284	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	10	0.972	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	12	1.822	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	13	3.353	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	14	0.36	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	15	0.155	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	17	0.022	PPR9798.txt	
LIMNO_PPR	WB9798L1	West Lake Bonney	BONW20	5	11/11/1997	20	0	PPR9798.txt	
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	4.5	0.215	PPR9798.txt	69.3822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	5	0.2	PPR9798.txt	68.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	6	0.317	PPR9798.txt	67.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	8	0.359	PPR9798.txt	65.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	10	0.407	PPR9798.txt	63.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	12	0.173	PPR9798.txt	61.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	14	0.031	PPR9798.txt	59.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	16	0	PPR9798.txt	57.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	18	0	PPR9798.txt	55.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	20	0	PPR9798.txt	53.8822
LIMNO_PPR	HOA9798L1	Lake Hoare	HORLT1	5	11/15/1997	22	0.013	PPR9798.txt	51.8822
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	4.5	0.307	PPR9798.txt	12.645697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	5	0.551	PPR9798.txt	12.145697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	6	0.532	PPR9798.txt	11.145697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	7	0.574	PPR9798.txt	10.145697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	8	0.457	PPR9798.txt	9.145697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	9	0.639	PPR9798.txt	8.145697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	10	0.341	PPR9798.txt	7.145697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	11	0	PPR9798.txt	6.145697
LIMNO_PPR	FRX9798L1	Lake Fryxell	FRXLT1	5	11/18/1997	12	0.026	PPR9798.txt	5.145697
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	4.5	0.327	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	5	0.471	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	6	0.538	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	8	0.847	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	10	0.938	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	12	2.439	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	13	1.708	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	15	0.516	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	18	0.35	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	20	0.087	PPR9798.txt	
LIMNO_PPR	EB9798L2	East Lake Bonney	BONE30	5	12/20/1997	22	0.032	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	4.5	0.911	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	5	3.584	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	6	1.879	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	8	0.845	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	10	1.181	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	12	8.365	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	13	8.025	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	14	3.213	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	15	0.879	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	17	0.052	PPR9798.txt	
LIMNO_PPR	WB9798L2	West Lake Bonney	BONW20	5	12/22/1997	20	0.049	PPR9798.txt	
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	4.5	0.966	PPR9798.txt	69.4164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	5	1.328	PPR9798.txt	68.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	6	2.617	PPR9798.txt	67.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	8	1.708	PPR9798.txt	65.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	10	0.673	PPR9798.txt	63.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	12	0.55	PPR9798.txt	61.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	14	0.232	PPR9798.txt	59.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	16	0.075	PPR9798.txt	57.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	18	0.063	PPR9798.txt	55.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	20	0.048	PPR9798.txt	53.9164
LIMNO_PPR	HOA9798L2	Lake Hoare	HORLT1	5	12/26/1997	22	0.019	PPR9798.txt	51.9164
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	4.5	0.817	PPR9798.txt	12.682429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	5	0.938	PPR9798.txt	12.182429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	6	0.886	PPR9798.txt	11.182429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	7	0.807	PPR9798.txt	10.182429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	8	2.089	PPR9798.txt	9.182429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	9	2.306	PPR9798.txt	8.182429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	10	1.206	PPR9798.txt	7.182429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	11	0	PPR9798.txt	6.182429
LIMNO_PPR	FRX9798L2	Lake Fryxell	FRXLT1	5	12/29/1997	12	0	PPR9798.txt	5.182429
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	4.5	1.861	PPR9899.xls	12.642014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	5	1.978	PPR9899.xls	12.142014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	6	0.983	PPR9899.xls	11.142014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	7	0.249	PPR9899.xls	10.142014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	8	0.081	PPR9899.xls	9.142014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	9	0.349	PPR9899.xls	8.142014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	10	0	PPR9899.xls	7.142014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	11		PPR9899.xls	6.142014
LIMNO_PPR	FRX9899L1	Lake Fryxell	FRXLT1	6	10/28/1998	12		PPR9899.xls	5.142014
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	4.5	0.119	PPR9899.xls	69.40828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	5	0.031	PPR9899.xls	68.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	6	0.089	PPR9899.xls	67.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	8	0.064	PPR9899.xls	65.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	10	0	PPR9899.xls	63.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	12	0.007	PPR9899.xls	61.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	14	0	PPR9899.xls	59.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	16	0.01	PPR9899.xls	57.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	18	0.001	PPR9899.xls	55.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	20		PPR9899.xls	53.90828137
LIMNO_PPR	HOA9899L1	Lake Hoare	HORLT1	6	11/3/1998	22		PPR9899.xls	51.90828137
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	4.5	0.42	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	5	0.856	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	6	0.846	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	8	0.879	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	10	1.075	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	12	0.634	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	13	0.451	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	15	0.447	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	18	0.234	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	20	0	PPR9899.xls	
LIMNO_PPR	EB9899L1	East Lake Bonney	BONE30	6	11/9/1998	22	0	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	4.5	0.19	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	5	0.157	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	6	0.523	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	8	0.348	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	10	0.436	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	12	1.149	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	13	3.456	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	14	0.49	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	15	0.308	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	17	0.046	PPR9899.xls	
LIMNO_PPR	WB9899L1	West Lake Bonney	BONW20	6	11/11/1998	20	0.067	PPR9899.xls	
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	4.5	2.056	PPR9899.xls	12.621806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	5	1.718	PPR9899.xls	12.121806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	6	1.143	PPR9899.xls	11.121806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	7	0.788	PPR9899.xls	10.121806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	8	0.441	PPR9899.xls	9.121806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	9	1.065	PPR9899.xls	8.121806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	10	0.177	PPR9899.xls	7.121806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	11	0	PPR9899.xls	6.121806
LIMNO_PPR	FRX9899L2	Lake Fryxell	FRXLT1	6	11/23/1998	12	0.021	PPR9899.xls	5.121806
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	4.5	0.032	PPR9899.xls	69.3731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	5	0.033	PPR9899.xls	68.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	6	0.142	PPR9899.xls	67.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	8	0.374	PPR9899.xls	65.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	10	0.099	PPR9899.xls	63.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	12	0.064	PPR9899.xls	61.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	14	0.011	PPR9899.xls	59.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	16	0.017	PPR9899.xls	57.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	18	0.003	PPR9899.xls	55.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	20		PPR9899.xls	53.8731
LIMNO_PPR	HOA9899L2	Lake Hoare	HORLT1	6	12/1/1998	22		PPR9899.xls	51.8731
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	4.5	0.44	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	5	0.464	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	6	0.571	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	8	0.713	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	10	0.832	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	12	1.032	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	13	1.344	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	15	1.128	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	18	0.731	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	20	0.022	PPR9899.xls	
LIMNO_PPR	EB9899L2	East Lake Bonney	BONE30	6	12/6/1998	22	0.022	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	4.5	0.129	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	5	0.186	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	6	0.597	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	8	0.531	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	10	0.547	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	12	3.102	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	13	11.245	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	14	2.565	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	15	0.772	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	17	0.341	PPR9899.xls	
LIMNO_PPR	WB9899L2	West Lake Bonney	BONW20	6	12/9/1998	20	0.039	PPR9899.xls	
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	4.5	3.468	PPR9899.xls	12.605581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	5	2.254	PPR9899.xls	12.105581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	6	3.177	PPR9899.xls	11.105581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	7	3.745	PPR9899.xls	10.105581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	8	2.27	PPR9899.xls	9.105581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	9	2.068	PPR9899.xls	8.105581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	10	0.788	PPR9899.xls	7.105581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	11	0	PPR9899.xls	6.105581
LIMNO_PPR	FRX9899L3	Lake Fryxell	FRXLT1	6	12/20/1998	12	0	PPR9899.xls	5.105581
LIMNO_PPR	HOA9899L3	Lake Hoare	HORLT1	6	12/26/1998	4.5	0.167	PPR9899.xls	69.429
LIMNO_PPR	HOA9899L3	Lake Hoare	HORLT1	6	12/26/1998	5	0.093	PPR9899.xls	68.929
