DATASET_CODE	LIMNO_RUN	LOCATION NAME	LOCATION CODE	SEASON	DATE_TIME	DEPTH (m)	PPR (ug C/L*d)	FILE NAME	DEPTH MASL
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	5	0.49	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	6	0.84	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	8	0.52	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	10	0.35	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	12	0.64	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	13	0.46	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	15	0.22	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	18	0.18	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	20	0	E30SUM94.XLS	
LIMNO_PPR	EB9495L1	East Lake Bonney	BONE30	2	11/2/1994	22	0.1	E30SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	5	2.47	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	6	2.78	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	8	2.66	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	10	2.08	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	12	7.17	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	13	9.1	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	14	2.31	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	15	0.04	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	17	0.06	W20SUM94.XLS	
LIMNO_PPR	WB9495L1	West Lake Bonney	BONW20	2	11/5/1994	20	0	W20SUM94.XLS	
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	5	0.33	HORSUM94.XLS	69.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	6	0.3	HORSUM94.XLS	68.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	8	0.1	HORSUM94.XLS	66.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	10	0.07	HORSUM94.XLS	64.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	12	0.03	HORSUM94.XLS	62.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	14	0.01	HORSUM94.XLS	60.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	16	0	HORSUM94.XLS	58.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	18	0	HORSUM94.XLS	56.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	20	0.02	HORSUM94.XLS	54.04185407
LIMNO_PPR	HOA9495L1	Lake Hoare	HORLT1	2	11/10/1994	22	0.02	HORSUM94.XLS	52.04185407
LIMNO_PPR	FRX9495L1	Lake Fryxell	FRXLT1	2	11/14/1994	5	0.62	FRXSUM94.XLS	12.52205242
LIMNO_PPR	FRX9495L1	Lake Fryxell	FRXLT1	2	11/14/1994	6	0.67	FRXSUM94.XLS	11.52205242
LIMNO_PPR	FRX9495L1	Lake Fryxell	FRXLT1	2	11/14/1994	7	0.37	FRXSUM94.XLS	10.52205242
LIMNO_PPR	FRX9495L1	Lake Fryxell	FRXLT1	2	11/14/1994	8	0.19	FRXSUM94.XLS	9.52205242
LIMNO_PPR	FRX9495L1	Lake Fryxell	FRXLT1	2	11/14/1994	9	0.01	FRXSUM94.XLS	8.52205242
LIMNO_PPR	FRX9495L1	Lake Fryxell	FRXLT1	2	11/14/1994	10	0	FRXSUM94.XLS	7.52205242
LIMNO_PPR	FRX9495L1	Lake Fryxell	FRXLT1	2	11/14/1994	11	0.12	FRXSUM94.XLS	6.52205242
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	5	1.36	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	6	1.15	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	8	0.99	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	10	0.64	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	12	1.38	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	13	0.95	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	15	0.65	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	18	0.63	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	20	0.04	E30SUM94.XLS	
LIMNO_PPR	EB9495L2	East Lake Bonney	BONE30	2	11/23/1994	22	0.07	E30SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	5	2.08	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	6	2.04	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	8	2.76	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	10	3.46	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	12	5.53	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	13	11.85	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	14	2.76	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	15	0.94	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	17	0.19	W20SUM94.XLS	
LIMNO_PPR	WB9495L2	West Lake Bonney	BONW20	2	11/25/1994	20	0	W20SUM94.XLS	
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	5	4.06	HORSUM94.XLS	69.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	6	2.84	HORSUM94.XLS	68.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	8	0.93	HORSUM94.XLS	66.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	10	0.42	HORSUM94.XLS	64.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	12	0.19	HORSUM94.XLS	62.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	14	0.05	HORSUM94.XLS	60.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	16	0.02	HORSUM94.XLS	58.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	18	0.01	HORSUM94.XLS	56.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	20	0.04	HORSUM94.XLS	54.0385027
LIMNO_PPR	HOA9495L2	Lake Hoare	HORLT1	2	11/30/1994	22	0.02	HORSUM94.XLS	52.0385027
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	5	0.69	FRXSUM94.XLS	12.52134469
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	6	1.23	FRXSUM94.XLS	11.52134469
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	7	0.53	FRXSUM94.XLS	10.52134469
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	8	0.53	FRXSUM94.XLS	9.52134469
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	9	0.14	FRXSUM94.XLS	8.52134469
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	10	0	FRXSUM94.XLS	7.52134469
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	11	0.12	FRXSUM94.XLS	6.52134469
LIMNO_PPR	FRX9495L2	Lake Fryxell	FRXLT1	2	12/4/1994	12	0.02	FRXSUM94.XLS	5.52134469
LIMNO_PPR	EB9495L3	East Lake Bonney	BONE30	2	12/17/1994	5	0.26	E30SUM94.XLS	
