DATASET_CODE	LIMNO_RUN	LOCATION NAME	LOCATION CODE	DATE_TIME	COUNT_DATE	DEPTH (m)	TOTAL_BACT (cells/ml)	COCCOID (cells/ml)	ROD (cells/ml)	FILAMENTOUS >5 µm (cells/ml)	FILE NAME	DEPTH MASL	DYE	NON-FILAMENTOUS <5µm cell/ml	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	7	1070000	282000	781000	3310	LIMNO_BACT_ENUM_0304.csv	10.35063281	Sybr Gold	1063000	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	8	911000	201000	707000	2650	LIMNO_BACT_ENUM_0304.csv	9.35063281	Sybr Gold	908000	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	9	827000	194000	630000	3310	LIMNO_BACT_ENUM_0304.csv	8.35063281	Sybr Gold	824000	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	10	856000	213000	602000	41800	LIMNO_BACT_ENUM_0304.csv	7.35063281	Sybr Gold	815000	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	11	2060000	664000	1310000	84900	LIMNO_BACT_ENUM_0304.csv	6.35063281	Sybr Gold	1974000	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	12	1730000	457000	1210000	63600	LIMNO_BACT_ENUM_0304.csv	5.35063281	Sybr Gold	1667000	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	15	1900000	464000	1360000	75600	LIMNO_BACT_ENUM_0304.csv	2.35063281	Sybr Gold	1824000	
LIMNO_BACT_ENUM	FRX0304L1	Lake Fryxell	FRXLT1	11/3/2003	00:00.0	17.5	3230000	884000	2190000	156000	LIMNO_BACT_ENUM_0304.csv	-0.14936719	Sybr Gold	3074000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	5	1600000	561000	1030000	1330	LIMNO_BACT_ENUM_0304.csv	12.34295385	Sybr Gold	1591000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	6	984000	378000	605000	1330	LIMNO_BACT_ENUM_0304.csv	11.34295385	Sybr Gold	983000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	7	1040000	292000	745000	1330	LIMNO_BACT_ENUM_0304.csv	10.34295385	Sybr Gold	1037000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	8	1040000	304000	731000	1330	LIMNO_BACT_ENUM_0304.csv	9.34295385	Sybr Gold	1035000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	9	807000	244000	561000	2650	LIMNO_BACT_ENUM_0304.csv	8.34295385	Sybr Gold	805000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	10	1330000	473000	734000	122000	LIMNO_BACT_ENUM_0304.csv	7.34295385	Sybr Gold	1207000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	12	1290000	530000	664000	92800	LIMNO_BACT_ENUM_0304.csv	5.34295385	Sybr Gold	1194000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	15	1920000	620000	1200000	105000	LIMNO_BACT_ENUM_0304.csv	2.34295385	Sybr Gold	1820000	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	17.5	2000000	782000	1120000	101000	LIMNO_BACT_ENUM_0304.csv	-0.15704615	Sybr Gold	1902000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	4.5	821000	219000	601000	663	LIMNO_BACT_ENUM_0304.csv	69.51690344	Sybr Gold	820000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	5	810000	177000	632000	1330	LIMNO_BACT_ENUM_0304.csv	69.01690344	Sybr Gold	809000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	6					LIMNO_BACT_ENUM_0304.csv	68.01690344	Sybr Gold		
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	8	654000	117000	536000	1330	LIMNO_BACT_ENUM_0304.csv	66.01690344	Sybr Gold	653000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	10	1140000	275000	868000	0	LIMNO_BACT_ENUM_0304.csv	64.01690344	Sybr Gold	1143000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	12	384000	109000	274000	0	LIMNO_BACT_ENUM_0304.csv	62.01690344	Sybr Gold	383000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	14	283000	87500	196000	0	LIMNO_BACT_ENUM_0304.csv	60.01690344	Sybr Gold	283500	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	16	355000	113000	242000	663	LIMNO_BACT_ENUM_0304.csv	58.01690344	Sybr Gold	355000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	18	196000	59700	135000	1330	LIMNO_BACT_ENUM_0304.csv	56.01690344	Sybr Gold	194700	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	20	153000	42500	110000	510	LIMNO_BACT_ENUM_0304.csv	54.01690344	Sybr Gold	152500	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	4.5	1110000	100000	1010000	0	LIMNO_BACT_ENUM_0304.csv	69.53605919	Sybr Gold	1110000	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	6	849000	67000	782000	0	LIMNO_BACT_ENUM_0304.csv	68.03605919	Sybr Gold	849000	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	8	577000	65000	512000	0	LIMNO_BACT_ENUM_0304.csv	66.03605919	Sybr Gold	577000	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	10	566000	64300	500000	1330	LIMNO_BACT_ENUM_0304.csv	64.03605919	Sybr Gold	564300	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	12	651000	55000	596000	0	LIMNO_BACT_ENUM_0304.csv	62.03605919	Sybr Gold	651000	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	14	436000	49700	385000	1330	LIMNO_BACT_ENUM_0304.csv	60.03605919	Sybr Gold	434700	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	16	214000	11900	202000	0	LIMNO_BACT_ENUM_0304.csv	58.03605919	Sybr Gold	213900	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	18	142000	20300	120000	1330	LIMNO_BACT_ENUM_0304.csv	56.03605919	Sybr Gold	140300	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	20	111000	21600	89000	0	LIMNO_BACT_ENUM_0304.csv	54.03605919	Sybr Gold	110600	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	21	44400	5970	38200	221	LIMNO_BACT_ENUM_0304.csv	53.03605919	Sybr Gold	44170	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	7	439000	27400	409000	3090	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	436400	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	10	688000	39300	647000	1990	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	686300	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	12	597000	26100	569000	2210	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	595100	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	15	204000	11900	192000	0	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	203900	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	20	101000	13800	86700	316	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	100500	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	23	41200	9130	32000	147	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	41130	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	26	35600	2060	33600	0	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	35660	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	30	100000	14200	83800	2490	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	98000	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	33	64000	20400	43600	0	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	64000	
LIMNO_BACT_ENUM	HOR0304L2	Lake Hoare	HORLT1	12/5/2003	00:00.0	5	823000	93200	729000	884	LIMNO_BACT_ENUM_0304.csv	69.03605919	Sybr Gold	822200	
LIMNO_BACT_ENUM	EB0304L2	East Lake Bonney	BONE30	12/14/2003	00:00.0	13	111000	10800	77600	23000	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	88400	
LIMNO_BACT_ENUM	WB0304L1	West Lake Bonney	BONW20	11/18/2003	00:00.0	15	99300	10700	78600	10100	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	89300	
LIMNO_BACT_ENUM	WB0304L2	West Lake Bonney	BONW20	12/12/2003	00:00.0	12	7580	255	7070	255	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	7325	
LIMNO_BACT_ENUM	FRX0304L2	Lake Fryxell	FRXLT1	11/29/2003	00:00.0	11	1250000	513000	693000	39800	LIMNO_BACT_ENUM_0304.csv	6.34295385	Sybr Gold	1206000	
LIMNO_BACT_ENUM	HOR0304L1	Lake Hoare	HORLT1	11/10/2003	00:00.0	22	310000	90200	220000	0	LIMNO_BACT_ENUM_0304.csv	52.01690344	Sybr Gold	310200	
LIMNO_BACT_ENUM	JOY0304	Lake Joyce	JOYLT1	12/19/2003	00:00.0	8	659000	46600	612000	663	LIMNO_BACT_ENUM_0304.csv		Sybr Gold	658600	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	8	218000	7070	206000	4710	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	213070	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	10	196000	10200	179000	6660	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	189200	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	12	101000	3670	93300	4240	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	96970	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	13	102000	3390	96100	2260	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	99490	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	18	57300	2230	52100	2980	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	54330	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	20	248000	1330	235000	12000	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	236330	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	22	175000	6100	154000	14400	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	160100	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	25	16300	0	15800	533	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	15800	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	30	17200	1950	13700	1600	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	15650	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	35	3630	202	3430	0	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	3632	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	37	3700	0	3700	0	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	3700	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	6	383000	28300	353000	1190	LIMNO_BACT_ENUM_0405.csv	56.888898	Sybr Gold	381300	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	8	368000	39700	318000	9990	LIMNO_BACT_ENUM_0405.csv	54.888898	Sybr Gold	357700	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	10	141000	16400	121000	3430	LIMNO_BACT_ENUM_0405.csv	52.888898	Sybr Gold	137400	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	12	111000	15900	91400	3890	LIMNO_BACT_ENUM_0405.csv	50.888898	Sybr Gold	107300	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	13	92000	11100	79700	1200	LIMNO_BACT_ENUM_0405.csv	49.888898	Sybr Gold	90800	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	15	32900	3040	29700	213	LIMNO_BACT_ENUM_0405.csv	47.888898	Sybr Gold	32740	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	18	33700	4160	28200	1300	LIMNO_BACT_ENUM_0405.csv	44.888898	Sybr Gold	32360	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	20	117000	2470	109000	5480	LIMNO_BACT_ENUM_0405.csv	42.888898	Sybr Gold	111470	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	22	88200	381	83100	4770	LIMNO_BACT_ENUM_0405.csv	40.888898	Sybr Gold	83481	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	25	9550	33.3	8020	1500	LIMNO_BACT_ENUM_0405.csv	37.888898	Sybr Gold	8053.3	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	30	5360	0	5060	333	LIMNO_BACT_ENUM_0405.csv	32.888898	Sybr Gold	5060	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	35	4020	0	4280	211	LIMNO_BACT_ENUM_0405.csv	27.888898	Sybr Gold	4280	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	37	2490	0	2980	0	LIMNO_BACT_ENUM_0405.csv	25.888898	Sybr Gold	2980	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	5	427000	22600	403000	1780	LIMNO_BACT_ENUM_0405.csv	57.988932	Sybr Gold	425600	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	6	366000	15100	347000	3770	LIMNO_BACT_ENUM_0405.csv	56.988932	Sybr Gold	362100	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	8	139000	9150	129000	1410	LIMNO_BACT_ENUM_0405.csv	54.988932	Sybr Gold	138150	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	10	175000	12900	157000	4660	LIMNO_BACT_ENUM_0405.csv	52.988932	Sybr Gold	169900	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	13	125000	11400	112000	1110	LIMNO_BACT_ENUM_0405.csv	49.988932	Sybr Gold	123400	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	15	77600	7490	69100	998	LIMNO_BACT_ENUM_0405.csv	47.988932	Sybr Gold	76590	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	18	102000	7560	91200	2800	LIMNO_BACT_ENUM_0405.csv	44.988932	Sybr Gold	98760	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	20	195000	3740	186000	5990	LIMNO_BACT_ENUM_0405.csv	42.988932	Sybr Gold	189740	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	22	115000	8220	102000	4480	LIMNO_BACT_ENUM_0405.csv	40.988932	Sybr Gold	110220	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	25	13800	723	11800	1200	LIMNO_BACT_ENUM_0405.csv	37.988932	Sybr Gold	12523	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	30	3550	95.1	3200	254	LIMNO_BACT_ENUM_0405.csv	32.988932	Sybr Gold	3295.1	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	37	2250	0	2390	0	LIMNO_BACT_ENUM_0405.csv	25.988932	Sybr Gold	2390	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	4.5	375000	33900	337000	3550	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	370900	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	5	494000	49500	442000	1610	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	491500	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	6	383000	38700	337000	7540	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	375700	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	8	700000	60400	633000	6750	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	693400	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	12	107000	10300	90400	6680	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	100700	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	13	109000	9590	92100	7460	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	101690	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	14	71200	3300	60200	7700	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	63500	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	15	55200	4110	47100	3990	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	51210	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	17	216000	5370	204000	6500	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	209370	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	20	167000	3730	153000	10700	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	156730	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	22	191000	1900	180000	8870	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	181900	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	25	16900	0	17200	213	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	17200	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	30	28000	1620	25100	1320	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	26720	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	35	65700	6970	57900	888	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	64870	
LIMNO_BACT_ENUM	WB0405L1	West Lake Bonney	BONW20	11/12/2004	00:00.0	38	82100	10500	70400	1220	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	80900	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	4.5	253000	22100	226000	5180	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	248100	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	6	333000	25400	302000	5990	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	327400	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	8	311000	3510	303000	4440	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	306510	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	10	123000	2280	120000	951	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	122280	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	12	168000	5640	155000	6920	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	160640	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	13	127000	2280	120000	4750	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	122280	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	14	144000	4570	131000	8710	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	135570	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	15	87700	2540	81800	3330	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	84340	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	17	176000	1330	169000	5620	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	170330	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	20	128000	1180	120000	5990	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	121180	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	22	157000	579	151000	5990	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	151579	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	25	4270	0	4310	88.8	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	4310	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	30	21000	1450	19300	200	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	20750	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	6	326000	11100	313000	1780	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	324100	
LIMNO_BACT_ENUM	HOR0405L2	Lake Hoare	HORLT1	12/6/2004	00:00.0	4	387000	54100	332000	888	LIMNO_BACT_ENUM_0405.csv	70.04116	Sybr Gold	386100	
LIMNO_BACT_ENUM	FRX0405L1	Lake Fryxell	FRXLT1	10/28/2004	00:00.0	8	678000	29300	649000	0	LIMNO_BACT_ENUM_0405.csv	9.23883697	Sybr Gold	678300	
LIMNO_BACT_ENUM	EB0405L1	East Lake Bonney	BONE30	11/10/2004	00:00.0	15	19100	1070	17500	533	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	18570	
LIMNO_BACT_ENUM	EB0405L2	East Lake Bonney	BONE30	12/10/2004	00:00.0	5	423000	31200	391000	888	LIMNO_BACT_ENUM_0405.csv	57.888898	Sybr Gold	422200	
LIMNO_BACT_ENUM	EB0405L3	East Lake Bonney	BONE30	12/31/2004	00:00.0	35	2980	178	2780	17.8	LIMNO_BACT_ENUM_0405.csv	27.988932	Sybr Gold	2958	
LIMNO_BACT_ENUM	WB0405L2	West Lake Bonney	BONW20	12/12/2004	00:00.0	38	23900	1050	22500	300	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	23550	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	4.5	266000	21100	240000	4880	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	261100	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	5	285000	16200	265000	3000	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	281200	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	6	304000	22400	278000	3550	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	300400	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	8	133000	7740	125000	499	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	132740	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	10	153000	8300	144000	799	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	152300	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	12	190000	17100	172000	1500	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	189100	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	13	77700	11200	64400	2130	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	75600	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	14	113000	7770	103000	2660	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	110770	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	17	568000	5440	539000	23600	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	544440	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	20	196000	5740	184000	6360	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	189740	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	22	37600	3360	31700	2560	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	35060	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	25	28000	2000	25600	427	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	27600	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	30	7400	1160	6240	0	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	7400	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	35	71200	5100	64100	2000	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	69200	
LIMNO_BACT_ENUM	WB0405L3	West Lake Bonney	BONW20	1/1/2005	00:00.0	38	41500	2450	38300	701	LIMNO_BACT_ENUM_0405.csv		Sybr Gold	40750	
