studyName,Event Number,Year,Datetime GMT,Grid Line Intended,Grid Station Intended,Station Name,Bottle Number,Depth (m),DOC (µmol/L),Notes
LMG05-01,160,2005,1/10/2005 9:53,600,160,,15,35,42.09,
LMG05-01,160,2005,1/10/2005 9:53,600,160,,17,24,41.88,
LMG05-01,160,2005,1/10/2005 9:53,600,160,,19,11,44.98,
LMG05-01,160,2005,1/10/2005 9:53,600,160,,23,0,37.94,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,1,320,39.88,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,3,250,39.14,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,5,200,40.63,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,7,150,37.64,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,9,100,40.24,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,11,72,41.78,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,13,32,40.04,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,15,22,43.56,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,17,11,46.18,
LMG05-01,166,2005,1/10/2005 12:30,600,140,,23,0,43.41,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,1,160,40.68,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,3,150,40.77,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,5,125,39.74,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,7,100,39.95,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,9,75,40.26,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,11,46,46.27,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,13,30,43.37,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,17,15,44.75,
LMG05-01,187,2005,1/10/2005 21:29,600,60,,23,0,45.12,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,1,514,42.91,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,3,400,39.95,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,5,300,40.33,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,7,200,40.11,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,9,140,37.96,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,13,50,40.97,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,15,36,37.09,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,17,27,44.67,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,19,13,46.29,
LMG05-01,207,2005,1/11/2005 20:26,600,80,,23,0,47.08,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,1,600,39.72,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,3,450,35.78,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,5,300,39.84,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,7,180,38.94,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,9,100,39.55,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,11,69,39.67,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,13,55,41.68,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,15,33,39.44,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,17,24,43,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,19,13,44.27,
LMG05-01,220,2005,1/12/2005 9:25,600,100,,23,0,44.58,
LMG05-01,225,2005,1/12/2005 17:06,,,B,1,70,40.82,
LMG05-01,225,2005,1/12/2005 17:06,,,B,11,47,40.36,
LMG05-01,225,2005,1/12/2005 17:06,,,B,13,30,41.24,
LMG05-01,225,2005,1/12/2005 17:06,,,B,15,20,42.78,
LMG05-01,225,2005,1/12/2005 17:06,,,B,17,11,40.17,
LMG05-01,225,2005,1/12/2005 17:06,,,B,23,0,41.08,
LMG05-01,229,2005,1/12/2005 22:55,,,E,1,240,42.81,
LMG05-01,229,2005,1/12/2005 22:55,,,E,11,74,40.25,
LMG05-01,229,2005,1/12/2005 22:55,,,E,15,37,37.35,
LMG05-01,229,2005,1/12/2005 22:55,,,E,17,27,40.41,
LMG05-01,229,2005,1/12/2005 22:55,,,E,23,0,41.49,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,1,313,38.01,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,3,200,38.08,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,5,150,43.63,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,7,100,39.58,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,11,53,39.55,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,13,28,46.86,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,17,10,40.02,
LMG05-01,302,2005,1/14/2005 12:49,565,26,,20,0,40.84,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,1,520,41.45,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,3,400,40.42,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,5,300,41.29,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,7,200,39.74,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,9,100,38.38,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,11,70,39.93,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,15,32,41.13,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,17,23,41.6,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,19,13,46.48,
LMG05-01,310,2005,1/15/2005 21:16,600,120,,23,0,48.42,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,1,354,41.83,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,3,300,41.8,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,5,200,41.2,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,7,150,40.82,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,9,75,38.18,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,11,57,40.24,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,13,43.5,39.45,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,15,20,38.41,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,19,8,50.84,
LMG05-01,317,2005,1/16/2005 23:43,400,60,,23,0,44.62,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,1,344,36.18,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,3,300,36.3,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,5,240,37.9,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,7,150,38.74,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,9,90,44.59,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,11,65,39.66,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,13,52,40.6,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,15,25,41.3,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,19,10,43.31,
LMG05-01,324,2005,1/17/2005 2:38,400,80,,23,0,46.56,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,1,350,44.13,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,5,200,38.45,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,7,140,39.44,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,9,100,38.77,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,11,78,38.98,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,13,61,40.12,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,15,29,43.03,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,17,20,41.4,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,19,11,40.4,
LMG05-01,328,2005,1/17/2005 4:16,400,80,,23,0,44.25,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,1,336,39.76,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,5,240,37.65,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,7,150,41.39,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,9,100,37.96,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,13,59,36.04,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,15,31,41.88,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,17,22,41.4,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,19,12,44.25,
LMG05-01,348,2005,1/17/2005 16:12,400,120,,23,0,42.42,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,1,368,43.42,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,3,275,38.11,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,5,225,38.07,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,7,140,36.78,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,9,90,38.22,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,13,51,41.02,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,15,28,45.76,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,17,21,45.51,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,19,12,45.47,
LMG05-01,359,2005,1/17/2005 20:57,400,140,,23,0,46.45,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,1,350,39.81,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,5,250,40.25,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,9,130,37.74,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,11,95,39.76,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,13,78,42.13,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,15,50,40.91,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,17,35,43.05,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,19,18,44.8,
LMG05-01,377,2005,1/18/2005 10:24,400,160,,23,0,41.27,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,1,2650,38.33,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,3,1500,37.69,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,5,750,34.65,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,7,300,39.71,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,9,125,38.16,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,13,77,38.83,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,15,45,39.55,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,17,33,,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,19,17,42.74,
LMG05-01,383,2005,1/18/2005 12:49,400,180,,23,0,42.54,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,1,3000,41.34,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,3,2000,43.89,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,5,1000,36.65,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,7,350,37.26,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,9,250,38.08,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,11,95,37.54,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,13,70,39.28,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,15,51,40.58,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,17,38,43.72,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,19,20,42.04,
LMG05-01,389,2005,1/18/2005 16:45,400,200,,23,0,43.89,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,1,3042,42.17,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,2,2000,41.28,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,4,1000,37.94,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,5,400,36.74,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,7,300,39.92,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,9,100,43.16,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,13,49,39.94,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,15,36,44.13,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,17,19,40.34,
LMG05-01,405,2005,1/5/2005 10:20,300,200,,23,0,41.97,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,1,3000,35.55,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,3,2000,37.47,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,5,1000,41.31,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,7,350,40.39,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,9,220,41.11,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,11,88,40.34,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,15,45,40.37,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,17,32,41.58,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,19,16,41.15,
LMG05-01,412,2005,1/5/2005 14:37,300,180,,23,0,42.53,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,1,500,36.07,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,3,350,37.83,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,5,250,38.75,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,9,100,38.96,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,11,71,40.84,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,13,54,42.19,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,15,32,43.74,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,17,21,41.42,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,19,10,44.61,
LMG05-01,418,2005,1/19/2005 18:48,300,160,,23,0,45.26,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,1,523,43.36,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,3,350,42.26,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,5,280,35.83,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,9,100,39.99,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,11,60,43.15,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,13,47,42.27,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,15,23,45.57,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,17,13,45.05,
LMG05-01,428,2005,1/19/2005 23:46,300,140,,23,0,52.97,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,3,400,38.56,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,5,300,39.25,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,7,230,42.12,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,9,125,38.6,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,11,72,39.78,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,13,55,38.68,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,15,28,43.34,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,17,18,43.74,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,19,8,47.51,
LMG05-01,439,2005,1/20/2005 7:46,300,120,,23,0,45.69,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,1,966,38.47,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,3,300,38.66,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,5,200,39.13,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,9,100,40.88,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,11,72,40.65,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,13,58,40.05,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,15,30,43.58,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,17,18,46.71,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,19,8,48.23,
LMG05-01,444,2005,1/20/2005 10:31,300,100,,23,0,47.67,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,1,425,40.3,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,3,300,37.62,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,5,250,40.21,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,9,100,39.31,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,11,79,40.55,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,13,68,42.28,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,15,32,43.74,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,17,18,43.47,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,19,9,45.15,
LMG05-01,455,2005,1/20/2005 15:37,300,80,,23,0,52.32,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,1,198,41.8,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,5,150,37.57,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,9,100,39.45,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,11,71,40.19,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,13,56,41.42,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,15,31,41.9,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,17,20,41.67,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,19,9,44.6,
LMG05-01,465,2005,1/20/2005 20:20,300,60,,23,0,45.6,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,1,150,38.64,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,3,100,42.28,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,5,75,37.95,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,7,50,41.02,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,9,35,41.54,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,11,20,43.2,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,13,13,49.94,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,17,6,48.93,
LMG05-01,473,2005,1/21/2005 16:40,200,-20,,23,0,50.4,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,1,420,40.3,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,3,300,36.71,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,5,240,46.63,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,7,100,39.17,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,9,50,39.54,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,11,22,41.05,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,15,9,51.63,
LMG05-01,480,2005,1/21/2005 21:11,200,-42,,23,0,49.49,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,1,200,45.14,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,3,150,41.57,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,5,100,36.71,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,7,80,36.94,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,9,50,51.53,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,11,20,44.94,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,15,9,51.77,
LMG05-01,489,2005,1/21/2005 14:43,200,-80,,23,0,55.36,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,1,266,40.42,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,3,200,37.34,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,5,150,42.44,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,7,100,37.06,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,9,40,42.48,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,11,15,45.72,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,15,8,47.65,
LMG05-01,496,2005,1/23/2005 19:02,200,-60,,23,0,54.83,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,1,700,39.28,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,3,500,38.2,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,5,350,40.59,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,7,200,42.23,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,9,100,43.66,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,11,67,40.42,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,15,32,42.76,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,17,21,41.78,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,19,11,45.57,
LMG05-01,507,2005,1/24/2005 9:40,200,40,,23,0,50.36,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,1,500,39.61,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,3,400,39.47,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,5,300,38.57,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,7,150,42.54,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,9,65,40.21,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,11,30,42.43,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,13,20,42.99,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,17,7,42.77,
LMG05-01,510,2005,1/24/2005 13:23,200,20,,23,0,49.01,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,1,700,37.62,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,3,550,38.28,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,5,400,40.03,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,7,200,39.42,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,9,100,42.3,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,13,50,42.45,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,15,26,44.31,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,17,16,41.38,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,19,9,44.31,
LMG05-01,517,2005,1/24/2005 18:40,200,200,,23,0,44.82,
LMG05-01,526,2005,1/25/2005 17:33,200,20,P3,11,51,-999,
LMG05-01,526,2005,1/25/2005 17:33,200,20,P3,13,32,-999,
LMG05-01,526,2005,1/25/2005 17:33,200,20,P3,15,21,-999,
LMG05-01,526,2005,1/25/2005 17:33,200,20,P3,17,9,-999,
LMG05-01,526,2005,1/25/2005 17:33,200,20,P3,23,0,-999,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,1,500,41.5,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,3,350,42.02,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,5,240,42.1,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,7,150,44.78,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,9,60,42.21,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,13,20,48.12,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,17,10,41.32,
LMG05-01,531,2005,1/25/2005 23:08,200,60,,23,0,45.36,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,1,450,44.07,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,3,300,41.14,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,5,200,38.53,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,7,150,40.16,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,9,100,39.3,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,11,51,40.92,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,13,40,41.25,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,15,18,44.44,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,17,9,51.38,
LMG05-01,542,2005,1/27/2005 10:34,200,80,,23,0,48.48,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,1,430,39.68,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,3,350,37.22,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,5,250,39.02,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,7,180,39.73,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,9,100,40.02,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,11,53,40.44,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,13,40,41.47,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,15,19,44.44,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,17,13,44.89,
LMG05-01,547,2005,1/27/2005 12:14,200,100,,23,0,52.33,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,1,440,40.31,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,3,350,40.03,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,5,250,39.71,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,7,180,38.96,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,9,100,38.9,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,13,55,41.96,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,15,29,40.18,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,17,21,47.59,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,19,10,49.79,
LMG05-01,558,2005,1/27/2005 16:49,200,120,,23,0,48.05,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,1,425,40.14,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,3,360,39.52,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,5,300,38.59,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,7,200,39.7,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,9,90,42.28,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,11,50,41.61,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,15,26,41.11,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,17,19,42.68,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,19,10,45.17,
LMG05-01,568,2005,1/27/2005 21:26,200,140,,23,0,43.59,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,1,3200,38.82,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,3,2000,37.1,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,5,1000,37.95,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,7,300,40.09,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,9,130,40.23,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,11,82,41.9,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,15,42,43.29,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,17,28,43.86,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,19,12,43.69,
LMG05-01,582,2005,1/28/2005 9:36,200,160,,23,0,42.08,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,1,3500,37.78,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,3,2000,38.28,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,5,1000,38.59,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,7,375,39.97,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,9,150,36.37,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,11,92,38.96,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,15,43,41.05,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,17,23,40.26,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,19,9,41.17,
LMG05-01,588,2005,1/28/2005 13:43,200,180,,23,0,40.5,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,1,3700,39.95,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,5,2000,42.38,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,7,1000,37.64,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,9,300,38.78,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,13,85,41.38,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,15,58,41.66,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,17,45,41.28,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,19,22,42.66,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,21,10,41.76,
LMG05-01,598,2005,1/28/2005 19:49,200,200,,23,0,40.05,
