studyName,Event Number,Year,Datetime GMT,Grid Line Intended,Grid Station Intended,Station Name,Bottle Number,Depth (m),DOC (µmol/L),Notes
LMG03-01,7,2003,1/6/2003 0:53,600,40,,1,1000,45.84,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,3,600,37.18,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,5,300,43.19,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,7,100,44.57,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,11,46.5,45.96,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,15,19,44.46,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,17,10,43.39,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,21,0,44.25,
LMG03-01,7,2003,1/6/2003 0:53,600,40,,23,0,-999,
LMG03-01,16,2003,1/6/2003 13:30,,,Pal B,13,43,45.78,
LMG03-01,16,2003,1/6/2003 13:30,,,Pal B,1,0,42.52,
LMG03-01,18,2003,1/6/2003 15:06,,,PalmerE,1,200,43.84,
LMG03-01,18,2003,1/6/2003 15:06,,,PalmerE,3,46,47.35,
LMG03-01,18,2003,1/6/2003 15:06,,,PalmerE,13,0,42.74,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,1,500,39.34,
LMG03-01,23,2003,1/6/2003 18:38,600,60,,1,200,43.25,
LMG03-01,23,2003,1/6/2003 18:38,600,60,,5,150,43.68,
LMG03-01,23,2003,1/6/2003 18:38,600,60,,7,100,43.39,
LMG03-01,32,2003,1/6/2003 23:59,600,60,,3,100,39.32,
LMG03-01,23,2003,1/6/2003 18:38,600,60,,13,53,41.33,
LMG03-01,23,2003,1/6/2003 18:38,600,60,,15,22,41.54,
LMG03-01,23,2003,1/6/2003 18:38,600,60,,23,0,42.43,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,1,500,-999,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,5,300,38.94,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,7,200,39.34,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,9,100,39.84,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,11,76,39.51,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,13,62,41.8,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,15,31,52.34,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,17,20,41.35,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,19,11,43.12,
LMG03-01,32,2003,1/6/2003 23:59,600,80,,23,0,44.29,
LMG03-01,46,2003,1/7/2003 8:00,600,100,,1,600,39.56,
LMG03-01,46,2003,1/7/2003 8:00,600,100,,5,300,37.81,
LMG03-01,46,2003,1/7/2003 8:00,600,100,,7,200,36.73,
LMG03-01,46,2003,1/7/2003 8:00,600,100,,9,100,38.97,
LMG03-01,46,2003,1/7/2003 8:00,600,100,,13,62,38.34,
LMG03-01,46,2003,1/7/2003 8:00,600,100,,14,19,42.88,
LMG03-01,46,2003,1/7/2003 8:00,600,100,,23,0,43.58,
LMG03-01,53,2003,1/7/2003 14:07,600,60,,1,200,39.65,
LMG03-01,53,2003,1/7/2003 14:07,600,60,,15,16,40.12,
LMG03-01,53,2003,1/7/2003 14:07,600,60,,23,0,46.55,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,1,500,39.09,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,7,200,41.26,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,9,100,39.3,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,11,73,38.9,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,13,59,41.47,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,15,30,43.23,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,19,11,42.81,
LMG03-01,73,2003,1/8/2003 13:47,600,120,,23,0,44.83,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,1,315,37.42,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,5,200,441.16,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,7,150,37.96,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,9,100,39.96,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,13,67,-999,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,15,39,37.41,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,19,14,38.78,
LMG03-01,83,2003,1/8/2003 18:02,600,140,,23,0,40.59,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,1,410,37.68,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,5,200,39.63,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,7,150,41.55,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,9,100,42.36,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,13,71,41.47,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,15,44,42.56,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,17,32,-999,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,19,16,43.07,
LMG03-01,93,2003,1/8/2003 23:11,600,160,,23,0,43.3,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,1,1780,40.54,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,5,1400,40.01,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,7,1000,37.82,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,9,600,38.69,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,13,400,38.97,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,15,200,37.01,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,17,99,38.64,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,19,51,38.19,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,23,39,38.9,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,19,21,40.74,
LMG03-01,106,2003,1/9/2003 8:44,600,180,,23,0,47.01,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,1,3100,41.13,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,5,2000,39.98,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,7,1500,37.75,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,9,1000,37.83,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,13,500,39.1,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,15,200,37.02,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,17,85,40.13,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,19,49,44.16,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,23,36,40.61,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,19,18,40.91,
LMG03-01,112,2003,1/9/2003 13:00,600,200,,23,0,278.92,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,1,3100,36.37,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,3,2000,37.42,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,7,1000,40.5,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,9,500,36.65,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,13,95,38.6,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,15,51,38.98,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,17,35,42.51,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,23,0,40.08,
LMG03-01,122,2003,1/9/2003 19:17,600,220,,1,3300,37.4,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,3,2000,37.83,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,5,1500,37.2,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,7,1000,35.62,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,9,500,36.24,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,11,200,35.54,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,13,107,42.23,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,17,42,39.2,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,19,19,-999,
LMG03-01,137,2003,1/10/2003 9:10,600,240,,23,0,-999,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,1,3400,-999,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,3,2000,-999,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,7,1500,-999,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,9,1000,-999,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,11,500,-999,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,13,200,45.83,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,15,106,52.51,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,17,63,45.63,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,19,23,-999,
LMG03-01,143,2003,1/10/2003 13:10,600,260,,23,0,41.51,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,1,3100,42.79,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,7,1000,39.58,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,9,500,39.82,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,11,200,41.64,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,13,94,42.49,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,15,54,44.08,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,17,43,38.69,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,19,21,43.04,
LMG03-01,150,2003,1/11/2003 0:47,500,240,,23,0,46.17,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,1,1000,42.1,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,3,800,43.06,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,5,600,-999,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,7,400,41.93,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,9,200,49.51,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,11,100,43.42,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,15,52,46.32,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,17,40,47.18,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,19,20,43.43,
LMG03-01,162,2003,1/11/2003 10:57,500,220,,23,0,44.79,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,1,2700,41.17,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,3,2000,41.41,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,5,1500,41.04,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,7,1000,41.88,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,9,500,39.51,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,11,200,42.28,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,13,90,-999,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,15,50,42.95,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,17,37,45.58,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,19,18.5,44.81,
LMG03-01,168,2003,1/11/2003 14:34,500,200,,23,0,43.61,
LMG03-01,178,2003,1/11/2003 20:58,500,180,,1,400,39.02,
LMG03-01,178,2003,1/11/2003 20:58,500,180,,5,250,38.59,
LMG03-01,178,2003,1/11/2003 20:58,500,180,,9,150,38.8,
LMG03-01,178,2003,1/11/2003 20:58,500,180,,13,81,43.5,
LMG03-01,178,2003,1/11/2003 20:58,500,180,,15,41,38.95,
LMG03-01,178,2003,1/11/2003 20:58,500,180,,19,16,44.2,
LMG03-01,178,2003,1/11/2003 20:58,500,180,,23,0,45.18,
LMG03-01,195,2003,1/12/2003 16:58,550,0,,1,300,41.03,
LMG03-01,195,2003,1/12/2003 16:58,550,0,,5,200,39.47,
LMG03-01,195,2003,1/12/2003 16:58,550,0,,9,100,43.52,
LMG03-01,195,2003,1/12/2003 16:58,550,0,,13,59,39.22,
LMG03-01,195,2003,1/12/2003 16:58,550,0,,15,34,41.16,
LMG03-01,195,2003,1/12/2003 16:58,550,0,,19,17,45.45,
LMG03-01,195,2003,1/12/2003 16:58,550,0,,23,0,44.94,
LMG03-01,203,2003,1/12/2003 21:00,550,20,,23,0,43.19,
LMG03-01,203,2003,1/12/2003 21:00,550,20,,15,29,48.35,
LMG03-01,203,2003,1/12/2003 21:00,550,20,,11,55,43.93,
LMG03-01,203,2003,1/12/2003 21:00,550,20,,7,100,40.72,
LMG03-01,203,2003,1/12/2003 21:00,550,20,,5,200,42.77,
LMG03-01,203,2003,1/12/2003 21:00,550,20,,3,300,41.98,
LMG03-01,203,2003,1/12/2003 21:00,550,20,,1,460,42.1,
LMG03-01,206,2003,1/13/2003 0:49,585,10,,23,0,42.01,
LMG03-01,206,2003,1/13/2003 0:49,585,10,,19,16,45.59,
LMG03-01,206,2003,1/13/2003 0:49,585,10,,17,26,41.43,
LMG03-01,206,2003,1/13/2003 0:49,585,10,,13,55,53.68,
LMG03-01,206,2003,1/13/2003 0:49,585,10,,1,400,39,
LMG03-01,217,2003,1/13/2003 15:06,500,60,,23,0,42.74,
LMG03-01,217,2003,1/13/2003 15:06,500,60,,17,8,43.05,
LMG03-01,217,2003,1/13/2003 15:06,500,60,,15,30,43.05,
LMG03-01,217,2003,1/13/2003 15:06,500,60,,13,60,49.81,
LMG03-01,217,2003,1/13/2003 15:06,500,60,,9,100,38.46,
LMG03-01,217,2003,1/13/2003 15:06,500,60,,5,200,36.02,
LMG03-01,217,2003,1/13/2003 15:06,500,60,,1,307,38.02,
LMG03-01,224,2003,1/13/2003 19:17,500,80,,23,0,41.69,
LMG03-01,224,2003,1/13/2003 19:17,500,80,,17,26,40.64,
LMG03-01,224,2003,1/13/2003 19:17,500,80,,13,55,41.47,
LMG03-01,224,2003,1/13/2003 19:17,500,80,,11,82,39.72,
LMG03-01,224,2003,1/13/2003 19:17,500,80,,9,125,40.66,
LMG03-01,224,2003,1/13/2003 19:17,500,80,,7,250,38.76,
LMG03-01,224,2003,1/13/2003 19:17,500,80,,1,600,38.58,
LMG03-01,228,2003,1/13/2003 22:43,500,100,,23,0,110.72,
LMG03-01,228,2003,1/13/2003 22:43,500,100,,17,25,41.67,
LMG03-01,228,2003,1/13/2003 22:43,500,100,,13,71,39.28,
LMG03-01,228,2003,1/13/2003 22:43,500,100,,9,150,38.2,
LMG03-01,228,2003,1/13/2003 22:43,500,100,,5,300,38.84,
LMG03-01,228,2003,1/13/2003 22:43,500,100,,1,470,38.23,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,23,0,39.28,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,19,15,40.98,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,17,29,40.84,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,15,43,36.76,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,13,77,38.79,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,11,107,40.21,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,9,200,38.08,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,5,400,38.56,
LMG03-01,240,2003,1/14/2003 8:38,500,120,,1,680,34.02,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,23,0,41.26,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,17,26,39.59,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,15,38,40.28,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,13,71,39.92,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,11,90,39.08,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,9,150,39.53,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,5,250,35.12,
LMG03-01,245,2003,1/14/2003 11:30,500,140,,1,350,36.07,
LMG03-01,253,2003,1/14/2003 16:06,500,160,,23,0,39.03,
LMG03-01,253,2003,1/14/2003 16:06,500,160,,19,17,39.07,
LMG03-01,253,2003,1/14/2003 16:06,500,160,,17,37,38.69,
LMG03-01,253,2003,1/14/2003 16:06,500,160,,15,50,39.18,
LMG03-01,253,2003,1/14/2003 16:06,500,160,,11,97,36.2,
LMG03-01,253,2003,1/14/2003 16:06,500,160,,7,150,37.04,
LMG03-01,253,2003,1/14/2003 16:06,500,160,,1,300,42.21,
LMG03-01,338,2003,1/16/2003 15:55,536,35,,23,0,44.72,
LMG03-01,338,2003,1/16/2003 15:55,536,35,,19,13,-999,
LMG03-01,338,2003,1/16/2003 15:55,536,35,,13,35,53.88,
LMG03-01,338,2003,1/16/2003 15:55,536,35,,11,76,43.22,
LMG03-01,339,2003,1/16/2003 17:56,536,35,,23,0,-999,
LMG03-01,350,2003,1/17/2003 13:24,,,Pal B,13,52,43.56,
LMG03-01,350,2003,1/17/2003 13:24,,,Pal B,17,17,42.94,
LMG03-01,350,2003,1/17/2003 13:24,,,Pal B,19,10,45.64,
LMG03-01,350,2003,1/17/2003 13:24,,,Pal B,23,0,45.11,
LMG03-01,351,2003,1/17/2003 14:33,,,PAL E,13,50,43.4,
LMG03-01,351,2003,1/17/2003 14:33,,,PAL E,17,24,42.71,
LMG03-01,351,2003,1/17/2003 14:33,,,PAL E,19,12,44.07,
LMG03-01,351,2003,1/17/2003 14:33,,,PAL E,23,0,45.77,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,23,0,-999,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,23,0,38.87,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,19,15,39.62,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,17,34,43.01,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,13,67,42.27,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,11,84,42.06,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,9,250,40.16,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,7,500,37.25,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,5,1000,37.21,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,3,2000,41.51,
LMG03-01,415,2003,1/19/2003 14:50,400,200,,1,2700,39.25,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,23,0,40.78,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,5,1000,41.6,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,7,500,41.88,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,9,150,38.87,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,13,59,38.61,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,15,37,38.08,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,19,15,36.98,
LMG03-01,425,2003,1/19/2003 21:22,400,180,,1,2650,37.21,
LMG03-01,430,2003,1/20/2003 0:51,400,160,,23,0,41.83,
LMG03-01,430,2003,1/20/2003 0:51,400,160,,17,18,45.13,
LMG03-01,430,2003,1/20/2003 0:51,400,160,,15,28,40.2,
LMG03-01,430,2003,1/20/2003 0:51,400,160,,13,50,39.79,
LMG03-01,430,2003,1/20/2003 0:51,400,160,,9,100,38.49,
LMG03-01,430,2003,1/20/2003 0:51,400,160,,1,350,37.44,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,23,0,45.4,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,19,9,40.94,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,15,27,45.43,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,13,50,43.22,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,11,63,38.7,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,9,100,40.5,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,5,200,38.27,
LMG03-01,440,2003,1/20/2003 9:32,400,140,,1,375,39.28,
LMG03-01,448,2003,1/20/2003 13:35,400,120,,23,0,42.55,
LMG03-01,448,2003,1/20/2003 13:35,400,120,,19,9,42.37,
LMG03-01,448,2003,1/20/2003 13:35,400,120,,15,27,43.19,
LMG03-01,448,2003,1/20/2003 13:35,400,120,,11,53,39,
LMG03-01,448,2003,1/20/2003 13:35,400,120,,9,100,37.76,
LMG03-01,448,2003,1/20/2003 13:35,400,120,,5,200,37.64,
LMG03-01,448,2003,1/20/2003 13:35,400,120,,1,350,36.21,
LMG03-01,456,2003,1/20/2003 17:42,400,100,,23,0,39.32,
LMG03-01,456,2003,1/20/2003 17:42,400,100,,19,12,40.41,
LMG03-01,456,2003,1/20/2003 17:42,400,100,,15,30,40.57,
LMG03-01,456,2003,1/20/2003 17:42,400,100,,13,50,40.9,
LMG03-01,456,2003,1/20/2003 17:42,400,100,,9,100,43.91,
LMG03-01,456,2003,1/20/2003 17:42,400,100,,1,340,39.62,
LMG03-01,465,2003,1/20/2003 21:35,400,80,,23,0,46.65,
LMG03-01,465,2003,1/20/2003 21:35,400,80,,17,14,45.03,
LMG03-01,465,2003,1/20/2003 21:35,400,80,,15,23,-999,
LMG03-01,465,2003,1/20/2003 21:35,400,80,,11,63,45.63,
LMG03-01,465,2003,1/20/2003 21:35,400,80,,9,100,41.36,
LMG03-01,465,2003,1/20/2003 21:35,400,80,,1,350,46.43,
LMG03-01,478,2003,1/21/2003 8:42,400,60,,23,0,51.17,
LMG03-01,478,2003,1/21/2003 8:42,400,60,,17,12,45.38,
LMG03-01,478,2003,1/21/2003 8:42,400,60,,13,38,44.1,
LMG03-01,478,2003,1/21/2003 8:42,400,60,,11,50,42.79,
LMG03-01,478,2003,1/21/2003 8:42,400,60,,9,100,41.24,
LMG03-01,478,2003,1/21/2003 8:42,400,60,,5,200,39.68,
LMG03-01,478,2003,1/21/2003 8:42,400,60,,1,350,40.61,
LMG03-01,483,2003,1/21/2003 11:03,400,40,,23,0,44.26,
LMG03-01,483,2003,1/21/2003 11:03,400,40,,17,14,43.91,
LMG03-01,483,2003,1/21/2003 11:03,400,40,,13,38,43.08,
LMG03-01,483,2003,1/21/2003 11:03,400,40,,11,50,40.72,
LMG03-01,483,2003,1/21/2003 11:03,400,40,,7,100,38.12,
LMG03-01,483,2003,1/21/2003 11:03,400,40,,3,150,41.19,
LMG03-01,483,2003,1/21/2003 11:03,400,40,,1,190,40.7,
LMG03-01,489,2003,1/21/2003 13:30,400,120,,23,0,45.07,
LMG03-01,489,2003,1/21/2003 13:30,400,120,,19,12,41.75,
LMG03-01,489,2003,1/21/2003 13:30,400,120,,15,36,42.68,
LMG03-01,489,2003,1/21/2003 13:30,400,120,,13,51,45.14,
LMG03-01,489,2003,1/21/2003 13:30,400,120,,9,100,38.03,
LMG03-01,489,2003,1/21/2003 13:30,400,120,,7,200,38.26,
LMG03-01,489,2003,1/21/2003 13:30,400,120,,1,680,-999,
LMG03-01,491,2003,1/21/2003 21:30,300,60,,23,0,67.89,
LMG03-01,491,2003,1/21/2003 21:30,300,60,,17,21,41.56,
LMG03-01,491,2003,1/21/2003 21:30,300,60,,15,38,43.19,
LMG03-01,491,2003,1/21/2003 21:30,300,60,,13,46,39.66,
LMG03-01,491,2003,1/21/2003 21:30,300,60,,11,66,40.56,
LMG03-01,491,2003,1/21/2003 21:30,300,60,,5,150,39.73,
LMG03-01,491,2003,1/21/2003 21:30,300,60,,1,200,37.12,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,23,0,43.57,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,19,14,45.84,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,17,28,41.66,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,15,42,41.54,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,13,67,40.56,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,9,100,38.96,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,5,200,39.89,
LMG03-01,510,2003,1/22/2003 9:43,300,80,,1,420,38.49,
LMG03-01,515,2003,1/22/2003 11:58,300,100,,23,0,42.19,
LMG03-01,515,2003,1/22/2003 11:58,300,100,,19,12,43.01,
LMG03-01,515,2003,1/22/2003 11:58,300,100,,17,27,41.68,
LMG03-01,515,2003,1/22/2003 11:58,300,100,,13,63,40.07,
LMG03-01,515,2003,1/22/2003 11:58,300,100,,9,100,38.77,
LMG03-01,515,2003,1/22/2003 11:58,300,100,,7,200,41.05,
LMG03-01,515,2003,1/22/2003 11:58,300,100,,1,500,37.03,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,23,0,47.03,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,19,18,38.63,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,17,30,40.36,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,15,40,39.03,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,13,61,37.75,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,9,100,39.84,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,5,300,36.63,
LMG03-01,525,2003,1/22/2003 16:19,300,120,,1,500,-999,
LMG03-01,534,2003,1/22/2003 21:09,300,140,,1,510,41.78,
LMG03-01,534,2003,1/22/2003 21:09,300,140,,9,100,40.83,
LMG03-01,534,2003,1/22/2003 21:09,300,140,,13,72,46.1,
LMG03-01,534,2003,1/22/2003 21:09,300,140,,15,46,42.88,
LMG03-01,534,2003,1/22/2003 21:09,300,140,,19,21,-999,
LMG03-01,534,2003,1/22/2003 21:09,300,140,,21,9,44.42,
LMG03-01,534,2003,1/22/2003 21:09,300,140,,23,0,46.7,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,1,510,38.66,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,7,200,41.31,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,9,100,40.78,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,13,62,41.52,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,15,39,42.85,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,17,28,46.49,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,19,10,42.84,
LMG03-01,548,2003,1/23/2003 10:27,300,160,,23,0,46.21,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,1,3000,38.87,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,5,1000,39.77,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,9,250,38.57,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,11,98,41.83,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,15,51,40.74,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,17,38,45.15,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,19,16,44.97,
LMG03-01,555,2003,1/23/2003 14:31,300,180,,23,0,44.22,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,1,3100,39.29,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,7,500,40.59,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,9,250,39.48,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,11,104,39.37,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,15,56,41.17,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,17,43,41.16,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,19,17,40.32,
LMG03-01,565,2003,1/23/2003 21:09,300,200,,23,0,40.28,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,1,160,39.38,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,7,100,38.76,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,9,80,38.99,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,11,50,41.99,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,13,41,42.31,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,15,21,40.29,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,19,11,38.67,
LMG03-01,572,2003,1/24/2003 22:49,200,-20,,23,0,43.23,
LMG03-01,593,2003,1/26/2003 19:35,200,-40,,1,325,37.75,
LMG03-01,593,2003,1/26/2003 19:35,200,-40,,11,46,41.95,
LMG03-01,593,2003,1/26/2003 19:35,200,-40,,13,38,41.55,
